,lat,long,irr_data
499,2.0,-60.0,124.00699999999998
500,2.0,-58.0,127.59126997716896
501,2.0,-56.0,142.87994520547943
502,2.0,-54.0,134.71433219178084
503,2.0,-52.0,126.49171974885846
504,2.0,10.0,83.30904509132421
505,2.0,12.0,96.16883390410959
506,2.0,14.0,99.15844292237442
507,2.0,16.0,121.60255308219178
508,2.0,18.0,121.08904794520546
509,2.0,20.0,127.65279109589041
510,2.0,22.0,118.9750410958904
511,2.0,24.0,118.83375856164385
512,2.0,26.0,123.5504805936073
513,2.0,28.0,117.62678481735159
514,2.0,30.0,113.7911312785388
515,2.0,32.0,147.448125
516,2.0,34.0,175.23907305936075
517,2.0,36.0,200.1914805936073
518,2.0,38.0,181.06534075342466
519,2.0,40.0,163.54245719178084
520,2.0,42.0,161.61409589041097
521,2.0,44.0,165.3505576484018
522,2.0,100.0,107.32556278538812
523,2.0,104.0,108.24033276255707
524,2.0,112.0,98.92799257990868
525,2.0,114.0,98.80415867579909
526,2.0,116.0,107.87940410958903
527,4.0,-76.0,51.562974315068494
528,4.0,-74.0,30.99051369863013
529,4.0,-72.0,107.43828938356165
530,4.0,-70.0,108.90588584474887
531,4.0,-68.0,129.2944006849315
532,4.0,-66.0,140.090924086758
533,4.0,-64.0,107.77956621004566
534,4.0,-62.0,153.6965707762557
535,4.0,-60.0,140.6707614155251
536,4.0,-58.0,129.63671803652966
537,4.0,-56.0,133.76340239726028
538,4.0,-54.0,134.52613184931505
539,4.0,-52.0,112.79263869863014
540,4.0,10.0,91.68470319634703
541,4.0,12.0,109.40172146118722
542,4.0,14.0,115.8186894977169
543,4.0,16.0,128.54393835616438
544,4.0,18.0,133.7302694063927
545,4.0,20.0,130.0367151826484
546,4.0,22.0,132.3059680365297
547,4.0,24.0,134.787600456621
548,4.0,26.0,140.0190205479452
549,4.0,28.0,147.83238926940638
550,4.0,30.0,145.28864269406392
551,4.0,32.0,151.9389275114155
552,4.0,34.0,161.4102385844749
553,4.0,36.0,194.270176369863
554,4.0,38.0,183.7079794520548
555,4.0,40.0,151.35164497716897
556,4.0,42.0,179.56559589041098
557,4.0,44.0,177.59986015981735
558,4.0,46.0,177.4250542237443
559,4.0,98.0,101.88750057077625
560,4.0,102.0,109.67714840182649
561,4.0,108.0,101.37544920091325
562,4.0,114.0,107.634473173516
563,4.0,116.0,97.63396632420091
564,6.0,-76.0,98.89000684931507
565,6.0,-74.0,87.00542751141552
566,6.0,-72.0,62.23447317351598
567,6.0,-70.0,128.53232191780825
568,6.0,-68.0,144.73817694063925
569,6.0,-66.0,110.93329280821918
570,6.0,-64.0,120.979073630137
571,6.0,-62.0,141.94771575342466
572,6.0,-60.0,116.65050285388128
573,6.0,-58.0,114.02171860730594
574,6.0,-10.0,96.01921232876713
575,6.0,-8.0,115.43089497716895
576,6.0,-6.0,104.09659817351597
577,6.0,-4.0,106.60694235159816
578,6.0,-2.0,111.58894406392695
579,6.0,0.0,122.61763527397261
580,6.0,6.0,104.85066152968037
581,6.0,8.0,112.4192100456621
582,6.0,10.0,120.9168184931507
583,6.0,12.0,141.81459703196347
584,6.0,14.0,136.78559931506848
585,6.0,16.0,145.516549086758
586,6.0,18.0,149.6794320776256
587,6.0,20.0,143.39682876712328
588,6.0,22.0,143.1058966894977
589,6.0,24.0,149.2578401826484
590,6.0,26.0,155.5458710045662
591,6.0,28.0,159.32925171232878
592,6.0,30.0,154.11961643835616
593,6.0,32.0,147.35850970319638
594,6.0,34.0,148.07797488584472
595,6.0,36.0,157.40937442922376
596,6.0,38.0,153.55053253424657
597,6.0,40.0,159.82651484018263
598,6.0,42.0,169.35853595890413
599,6.0,44.0,181.58433390410957
600,6.0,46.0,185.57979965753427
601,6.0,48.0,190.67294748858444
602,6.0,102.0,121.43350799086758
603,8.0,-78.0,84.2048647260274
604,8.0,-76.0,81.2442910958904
605,8.0,-74.0,137.23398287671236
606,8.0,-72.0,85.03465410958904
607,8.0,-70.0,136.90268550228313
608,8.0,-68.0,156.45235273972602
609,8.0,-66.0,166.73100799086757
610,8.0,-64.0,163.98517465753426
611,8.0,-62.0,151.02940981735162
612,8.0,-60.0,111.80777226027396
613,8.0,-12.0,120.0541312785388
614,8.0,-10.0,125.99944977168948
615,8.0,-8.0,135.6795079908676
616,8.0,-6.0,124.99986015981737
617,8.0,-4.0,115.45624372146119
618,8.0,-2.0,130.23245148401827
619,8.0,0.0,134.4827140410959
620,8.0,2.0,127.33089326484018
621,8.0,4.0,112.48808105022832
622,8.0,6.0,120.67565011415526
623,8.0,8.0,136.39989497716894
624,8.0,10.0,137.76246461187216
625,8.0,12.0,164.08318778538813
626,8.0,14.0,149.66135273972606
627,8.0,16.0,166.45028481735162
628,8.0,18.0,162.2490011415525
629,8.0,20.0,158.4821506849315
630,8.0,22.0,154.9863162100457
631,8.0,24.0,162.83832248858445
632,8.0,26.0,166.2456324200913
633,8.0,28.0,164.97120947488585
634,8.0,30.0,156.57458561643836
635,8.0,32.0,138.74613127853883
636,8.0,34.0,135.79915981735158
637,8.0,36.0,118.26838127853881
638,8.0,38.0,104.04515582191782
639,8.0,40.0,165.98983105022833
640,8.0,42.0,203.35886073059362
641,8.0,44.0,187.32260102739727
642,8.0,46.0,187.75036986301373
643,8.0,48.0,196.0610273972603
644,8.0,80.0,144.68314269406395
645,8.0,100.0,120.454549086758
646,10.0,-84.0,100.04720662100456
647,10.0,-74.0,169.64162728310504
648,10.0,-70.0,153.71696004566212
649,10.0,-68.0,126.86747203196346
650,10.0,-66.0,133.5466289954338
651,10.0,-64.0,137.63073915525112
652,10.0,-12.0,143.2883093607306
653,10.0,-10.0,151.21068321917807
654,10.0,-8.0,159.2774617579909
655,10.0,-6.0,154.75844235159818
656,10.0,-4.0,151.52986529680368
657,10.0,-2.0,154.1456689497717
658,10.0,0.0,150.1622385844749
659,10.0,2.0,151.92302796803654
660,10.0,4.0,150.3509857305936
661,10.0,6.0,144.66094006849315
662,10.0,8.0,146.9945530821918
663,10.0,10.0,163.26358618721463
664,10.0,12.0,166.98235616438356
665,10.0,14.0,173.35231506849314
666,10.0,16.0,170.00263812785388
667,10.0,18.0,170.05828025114158
668,10.0,20.0,171.51775799086758
669,10.0,22.0,170.7402265981735
670,10.0,24.0,174.8348955479452
671,10.0,26.0,172.2311906392694
672,10.0,28.0,164.03145490867578
673,10.0,30.0,160.02175570776254
674,10.0,32.0,156.86567579908677
675,10.0,34.0,146.81745034246578
676,10.0,36.0,152.7570256849315
677,10.0,38.0,189.10310388127854
678,10.0,40.0,181.96912271689496
679,10.0,42.0,204.19519920091324
680,10.0,44.0,195.4929029680365
681,10.0,46.0,196.57347260273974
682,10.0,48.0,212.4200565068493
683,10.0,50.0,208.9481649543379
684,10.0,78.0,156.24802625570777
685,10.0,106.0,129.27845319634704
686,12.0,-86.0,174.5403065068493
687,12.0,-84.0,103.2055091324201
688,12.0,-72.0,189.0967163242009
689,12.0,-70.0,177.41186643835616
690,12.0,-16.0,156.28172317351599
691,12.0,-14.0,153.61322374429224
692,12.0,-12.0,159.70174143835618
693,12.0,-10.0,160.96879052511414
694,12.0,-8.0,167.66089383561643
695,12.0,-6.0,166.97377340182646
696,12.0,-4.0,170.2926078767123
697,12.0,-2.0,172.02768207762557
698,12.0,0.0,172.65050742009132
699,12.0,2.0,166.17786358447492
700,12.0,4.0,168.26214954337902
701,12.0,6.0,169.36186586757992
702,12.0,8.0,175.33950570776256
703,12.0,10.0,178.597125
704,12.0,12.0,180.86118493150687
705,12.0,14.0,177.40454452054792
706,12.0,16.0,177.08952283105023
707,12.0,18.0,177.37683219178084
708,12.0,20.0,179.35376826484017
709,12.0,22.0,180.27621689497718
710,12.0,24.0,184.00987557077622
711,12.0,26.0,181.8144138127854
712,12.0,28.0,182.34869863013697
713,12.0,30.0,169.34396118721463
714,12.0,32.0,171.0534628995434
715,12.0,34.0,165.0481632420091
716,12.0,36.0,169.88723173515984
717,12.0,38.0,160.685299086758
718,12.0,40.0,180.8688670091324
719,12.0,42.0,179.26160787671233
720,12.0,76.0,118.26433447488586
721,12.0,78.0,143.13384474885848
722,12.0,104.0,117.42789212328766
723,12.0,106.0,132.84551255707763
724,12.0,108.0,119.64925228310503
725,14.0,-90.0,174.24201198630138
726,14.0,-88.0,143.705799086758
727,14.0,-86.0,114.16668150684932
728,14.0,-84.0,108.3298544520548
729,14.0,-16.0,170.02452340182649
730,14.0,-14.0,168.83942579908677
731,14.0,-12.0,166.64564726027396
