longitude,latitude,wind_speed
20.0,-70.0,7.01717284018633
20.0,-65.0,2.399178866157245
20.0,-60.0,5.662312255465561
20.0,-55.0,7.074027298582027
20.0,-50.0,7.120777335393523
20.0,-45.0,6.5840676457904825
20.0,-40.0,5.144361780662643
20.0,-35.0,3.2984111984122446
20.0,-30.0,2.161197172500903
20.0,-25.0,1.2040343745772242
20.0,-20.0,1.6089297981978186
20.0,-15.0,1.4430780020376286
20.0,-10.0,1.3646742223689763
20.0,-5.0,0.652689928221568
20.0,0.0,0.7221238880911552
20.0,5.0,0.792605868719357
20.0,10.0,1.7512595772181687
20.0,15.0,3.171554731566188
20.0,20.0,4.036191703548405
20.0,25.0,2.270384652141829
20.0,30.0,2.0532538114426746
20.0,35.0,2.9500701763418586
20.0,40.0,0.6873749136117505
20.0,45.0,0.8356632529467313
20.0,50.0,1.67800846842865
20.0,55.0,2.3111778371948444
20.0,60.0,2.680734709035939
20.0,65.0,1.413532682689285
20.0,70.0,1.9693592309175356
20.0,75.0,2.8891269398925057
20.0,80.0,1.4539803730676175
20.0,85.0,2.903266886441228
20.0,90.0,2.767396012253789
25.0,-90.0,3.95366711916396
25.0,-85.0,6.117043258327651
25.0,-80.0,5.8785704740542
25.0,-75.0,5.214394208660833
25.0,-70.0,6.402955148855324
25.0,-65.0,2.2563365843393415
25.0,-60.0,5.781124179460293
25.0,-55.0,7.490213068258327
25.0,-50.0,7.429244407289315
25.0,-45.0,6.129552185677891
25.0,-40.0,4.026144517662936
25.0,-35.0,3.2547564285727213
25.0,-30.0,1.5215423683033498
25.0,-25.0,1.8884154847825645
25.0,-20.0,1.7738477654464004
25.0,-15.0,2.175175792898842
25.0,-10.0,0.9518606968895948
25.0,-5.0,0.6040119143863375
25.0,0.0,0.6748327455251518
25.0,5.0,0.9066570938693563
25.0,10.0,2.0620700906440264
25.0,15.0,2.944977342906178
25.0,20.0,3.26350837982845
25.0,25.0,2.283749496232681
25.0,30.0,1.6600419428895703
25.0,35.0,1.4358225415770052
25.0,40.0,3.1403518275682356
25.0,45.0,1.0617818021804892
25.0,50.0,1.7036254225396343
25.0,55.0,1.6577325890773489
25.0,60.0,2.6269304292767965
25.0,65.0,1.8930040091009632
25.0,70.0,1.470820468516373
25.0,75.0,3.2003885072199423
25.0,80.0,2.5275519744320554
25.0,85.0,2.9662629638789926
25.0,90.0,2.767396012253789
30.0,-90.0,3.95366711916396
30.0,-85.0,6.684127967786826
30.0,-80.0,5.414917936029688
30.0,-75.0,6.428402814139321
30.0,-70.0,6.0160363771407726
30.0,-65.0,2.0800258804490848
30.0,-60.0,5.829139888796871
30.0,-55.0,7.789621408247272
30.0,-50.0,8.195743992097105
30.0,-45.0,6.362282468392625
30.0,-40.0,4.562466781352602
30.0,-35.0,2.7447141781769706
30.0,-30.0,0.6223269858477913
30.0,-25.0,0.7536219306279394
30.0,-20.0,1.5830567532861075
30.0,-15.0,1.6982004681108025
30.0,-10.0,1.8036282385371456
30.0,-5.0,0.4404080990009865
30.0,0.0,0.4422583705439549
30.0,5.0,1.071325191712018
30.0,10.0,1.8599318258827109
30.0,15.0,3.7827192200179844
30.0,20.0,4.445111176557159
30.0,25.0,3.205483610881139
30.0,30.0,2.3649891980745057
30.0,35.0,3.389725155551588
30.0,40.0,1.0590863611218726
30.0,45.0,2.2552236589153805
30.0,50.0,1.5396832914693726
30.0,55.0,1.506012454782848
30.0,60.0,2.0051925122805145
30.0,65.0,1.2364146314390425
30.0,70.0,1.6289358681700266
30.0,75.0,3.369937765417466
30.0,80.0,2.680632470438107
30.0,85.0,3.01814188043199
30.0,90.0,2.767396012253789
35.0,-90.0,3.95366711916396
35.0,-85.0,6.7197786132829975
35.0,-80.0,4.781418509656906
35.0,-75.0,6.815388737850302
35.0,-70.0,9.021261354583118
35.0,-65.0,1.9899659438167907
35.0,-60.0,5.743483450575737
35.0,-55.0,7.986446093201981
35.0,-50.0,7.718294852036251
35.0,-45.0,6.107045219843069
35.0,-40.0,3.934479438337368
35.0,-35.0,2.4916562123327384
35.0,-30.0,2.928349570743618
35.0,-25.0,3.81859324440329
35.0,-20.0,3.608006499337625
35.0,-15.0,0.7917336139884408
35.0,-10.0,1.222205076132506
35.0,-5.0,2.992222227764906
35.0,0.0,0.22895668490304547
35.0,5.0,2.0986092245171233
35.0,10.0,0.9050118841328135
35.0,15.0,2.889100544023995
35.0,20.0,3.565432964510926
35.0,25.0,3.7082136798141545
35.0,30.0,1.4373838490756274
35.0,35.0,2.5085367415278386
35.0,40.0,1.566113715366483
35.0,45.0,1.6009829839189855
35.0,50.0,1.6620414069625618
35.0,55.0,1.5273822925008467
35.0,60.0,1.3474415581369827
35.0,65.0,2.172691569084367
35.0,70.0,2.7985907741729523
35.0,75.0,3.0880085368879002
35.0,80.0,2.6172496888144523
35.0,85.0,3.041860919031936
35.0,90.0,2.767396012253789
40.0,-90.0,3.95366711916396
40.0,-85.0,6.445202104496144
40.0,-80.0,3.9279527193077723
40.0,-75.0,6.018478134345982
40.0,-70.0,7.924383276820209
40.0,-65.0,2.2513181759392653
40.0,-60.0,5.531539378954215
40.0,-55.0,7.947986480970549
40.0,-50.0,7.9442027933462205
40.0,-45.0,6.317798893458149
40.0,-40.0,4.042870720266592
40.0,-35.0,2.5812360828422745
40.0,-30.0,2.8748764890770584
40.0,-25.0,4.332047384287505
40.0,-20.0,3.251474199258501
40.0,-15.0,1.5131966050074428
40.0,-10.0,4.0807900456938135
40.0,-5.0,5.134598868842906
40.0,0.0,4.047721233080121
40.0,5.0,2.7657811761048983
40.0,10.0,0.8514257515173429
40.0,15.0,1.437824493507723
40.0,20.0,2.491347365765982
40.0,25.0,1.9558259193307403
40.0,30.0,1.4584548840643825
40.0,35.0,2.3562413202086705
40.0,40.0,0.9770352295536108
40.0,45.0,1.4892201295341005
40.0,50.0,1.6938320781000744
40.0,55.0,1.3411936380288472
40.0,60.0,1.3286682595178514
40.0,65.0,1.9491406514742076
40.0,70.0,2.82733577514634
40.0,75.0,2.9874602681257767
40.0,80.0,2.649637625281361
40.0,85.0,3.1066621365705114
40.0,90.0,2.767396012253789
45.0,-90.0,3.95366711916396
45.0,-85.0,6.10624726416587
45.0,-80.0,2.2647938683247895
45.0,-75.0,5.516823431185261
45.0,-70.0,8.840334006161342
45.0,-65.0,3.096413946491502
45.0,-60.0,5.3777388830459465
45.0,-55.0,7.902294845787821
45.0,-50.0,8.140130715260891
45.0,-45.0,6.425500177337365
45.0,-40.0,4.249790045656965
45.0,-35.0,2.3155483395741214
45.0,-30.0,3.311615004752803
45.0,-25.0,1.8151929820012944
45.0,-20.0,0.80034995527211
45.0,-15.0,2.2752192922612564
45.0,-10.0,4.629416039868432
45.0,-5.0,5.330430275717172
45.0,0.0,5.993287440197126
45.0,5.0,4.4886102107890125
45.0,10.0,2.3309931596459608
45.0,15.0,1.0514982877184875
45.0,20.0,2.056906089880403
45.0,25.0,1.5514819624357254
45.0,30.0,1.7008683598389034
45.0,35.0,1.054384703461096
45.0,40.0,0.45800198732779657
45.0,45.0,1.017733066386231
45.0,50.0,1.6489577471320676
45.0,55.0,1.5864869862510487
45.0,60.0,1.2924096110601224
45.0,65.0,1.3691597682279883
45.0,70.0,2.890640557691516
45.0,75.0,3.092729664935122
45.0,80.0,2.741811288706058
45.0,85.0,3.1668643028529613
45.0,90.0,2.767396012253789
50.0,-90.0,3.95366711916396
50.0,-85.0,5.607337785708431
50.0,-80.0,1.6207950753663292
50.0,-75.0,6.153097719385928
50.0,-70.0,8.801623877500512
50.0,-65.0,5.346926925588953
50.0,-60.0,5.189116304250932
50.0,-55.0,8.385402259101228
50.0,-50.0,8.245552352446266
50.0,-45.0,6.3249525952650805
50.0,-40.0,4.317348101961513
50.0,-35.0,2.177952452812566
50.0,-30.0,2.753325379763764
50.0,-25.0,4.003284447929448
50.0,-20.0,3.7497725641335204
50.0,-15.0,0.8583606287564582
50.0,-10.0,6.365833889675472
50.0,-5.0,5.0328633182494
50.0,0.0,4.888702065413464
50.0,5.0,7.546802173401652
50.0,10.0,5.11798042851954
50.0,15.0,1.1988632671104116
50.0,20.0,2.355688009052297
50.0,25.0,1.5881568706079499
50.0,30.0,1.8225260255557723
50.0,35.0,1.4920287328545456
50.0,40.0,2.175036781638981
50.0,45.0,1.5828820285172682
50.0,50.0,1.745174935406762
50.0,55.0,1.8638842559944508
50.0,60.0,1.337402741710693
50.0,65.0,1.5361327228798005
50.0,70.0,2.8591469389964854
50.0,75.0,2.815864255262866
50.0,80.0,2.5818438757429307
50.0,85.0,3.199713034195378
50.0,90.0,2.767396012253789
55.0,-90.0,3.95366711916396
55.0,-85.0,5.400257056722636
55.0,-80.0,2.943790064093111
55.0,-75.0,8.893121152391872
55.0,-70.0,7.234113938911833
55.0,-65.0,6.2775834346242405
55.0,-60.0,5.034876378647427
55.0,-55.0,8.6397728062019
55.0,-50.0,8.453677402895684
55.0,-45.0,6.4228670856129275
55.0,-40.0,4.482083590490092
55.0,-35.0,2.071801297543356
55.0,-30.0,2.287908946260304
55.0,-25.0,3.9268143933242894
55.0,-20.0,5.567351101954938
55.0,-15.0,5.969514411303379
55.0,-10.0,5.250256782877446
55.0,-5.0,4.6177351514308755
55.0,0.0,3.864746674312157
55.0,5.0,5.723941160348242
55.0,10.0,7.3336543675966395
55.0,15.0,5.908826724579956
55.0,20.0,1.9127986084008637
55.0,25.0,1.431223966955981
55.0,30.0,1.2546976879260205
55.0,35.0,2.317279081730088
55.0,40.0,1.1564988110453855
55.0,45.0,1.7746470901898501
55.0,50.0,2.047328805486797
55.0,55.0,1.8319896328516114
55.0,60.0,1.3978486188942165
55.0,65.0,1.4317838715722118
55.0,70.0,2.595663582450004
55.0,75.0,2.6865623699514933
55.0,80.0,2.7585247673644377
55.0,85.0,3.195861046218029
55.0,90.0,2.767396012253789
60.0,-90.0,3.95366711916396
60.0,-85.0,5.337259748598485
60.0,-80.0,4.031820167661054
60.0,-75.0,10.213572249199016
60.0,-70.0,9.168055080131998
60.0,-65.0,4.511947900140479
60.0,-60.0,5.262663856616543
60.0,-55.0,8.515277054460148
60.0,-50.0,8.445646408768978
60.0,-45.0,7.1539755669443075
60.0,-40.0,4.656043811139447
60.0,-35.0,2.209002277499828
60.0,-30.0,1.938807033822514
60.0,-25.0,3.9545910018389634
60.0,-20.0,5.566778245769061
60.0,-15.0,6.458418403353279
60.0,-10.0,5.531017989227169
60.0,-5.0,4.334438302394974
60.0,0.0,3.0801519097738286
60.0,5.0,4.126779944893177
60.0,10.0,6.175148427258549
60.0,15.0,6.295954031464205
60.0,20.0,5.423895058407555
60.0,25.0,2.617609756522369
60.0,30.0,1.0498257531366697
60.0,35.0,1.6002785650916165
60.0,40.0,1.9376144540375677
60.0,45.0,1.869071181438119
60.0,50.0,1.6784733220197114
60.0,55.0,1.5979590662140026
60.0,60.0,1.5156369352061774
60.0,65.0,0.8981233629055326
60.0,70.0,2.2280100467215704
60.0,75.0,2.2774499919912685
60.0,80.0,2.666079668036899
60.0,85.0,3.1529837585188627
60.0,90.0,2.767396012253789
65.0,-90.0,3.95366711916396
65.0,-85.0,5.403331125496187
65.0,-80.0,4.4849081154832495
65.0,-75.0,10.382260268812255
65.0,-70.0,10.919964164296749
65.0,-65.0,4.344597229019489
65.0,-60.0,5.429868298392603
65.0,-55.0,8.435806889557082
65.0,-50.0,8.220188577527528
65.0,-45.0,6.2774325077034865
65.0,-40.0,4.721286023705738
65.0,-35.0,2.0924153520990103
65.0,-30.0,1.8026887019432805
65.0,-25.0,4.195179155746573
65.0,-20.0,6.214078667699606
65.0,-15.0,6.854254301790253
65.0,-10.0,5.844111426640694
65.0,-5.0,4.025973530654817
65.0,0.0,2.6491749402121325
65.0,5.0,3.1107256777391012
65.0,10.0,4.758810019067879
65.0,15.0,5.687718797045654
65.0,20.0,5.21866632856245
65.0,25.0,3.7938601253216326
65.0,30.0,1.7369856186419168
65.0,35.0,1.57044427089504
65.0,40.0,2.10205705846401
65.0,45.0,1.4833303987944149
65.0,50.0,1.5424940381539394
65.0,55.0,1.5962750159276944
65.0,60.0,1.432107126422741
65.0,65.0,1.717592942851575
65.0,70.0,2.2878086235162174
65.0,75.0,2.0130738941064803
65.0,80.0,2.5701072098180937
65.0,85.0,3.0971644673189505
65.0,90.0,2.767396012253789
70.0,-90.0,3.95366711916396
70.0,-85.0,5.560499897345036
70.0,-80.0,4.4541371106636385
70.0,-75.0,8.024581765287207
70.0,-70.0,7.031049314141175
70.0,-65.0,3.9525187268769444
70.0,-60.0,5.540544620507247
70.0,-55.0,8.377796243247195
70.0,-50.0,8.131811902781442
70.0,-45.0,6.5971385913616345
70.0,-40.0,4.657461907333203
70.0,-35.0,2.447995395258199
70.0,-30.0,2.093567877864819
70.0,-25.0,4.598426154277038
70.0,-20.0,6.6236064908682755
70.0,-15.0,7.319644659390623
70.0,-10.0,6.101101483823086
70.0,-5.0,4.505873334593267
70.0,0.0,2.48330473594679
70.0,5.0,2.952047126337728
70.0,10.0,3.8674943523343384
70.0,15.0,5.131932798773755
70.0,20.0,5.2859333851209405
70.0,25.0,3.379456816071874
70.0,30.0,0.5088357312853441
70.0,35.0,0.9299700515722812
70.0,40.0,0.7147697966348597
70.0,45.0,1.7731008402638668
70.0,50.0,1.826170353473992
70.0,55.0,1.7284609914572566
70.0,60.0,1.5014787381243757
70.0,65.0,1.9083365621536001
70.0,70.0,2.248775435518319
70.0,75.0,2.527607487339252
70.0,80.0,2.6228511141617896
70.0,85.0,3.0078096810586903
70.0,90.0,2.767396012253789
75.0,-90.0,3.95366711916396
75.0,-85.0,5.860517784208045
75.0,-80.0,4.647463317295746
75.0,-75.0,9.549297542803972
75.0,-70.0,6.5725697282676805
75.0,-65.0,2.6080344295545363
75.0,-60.0,5.359268196389468
75.0,-55.0,8.186452929148238
75.0,-50.0,8.121489616835985
75.0,-45.0,7.321661718776395
75.0,-40.0,4.754108145862967
75.0,-35.0,2.6462998397529316
75.0,-30.0,2.475397860922333
75.0,-25.0,5.178720028399963
75.0,-20.0,7.092423166539658
75.0,-15.0,7.715256350105293
75.0,-10.0,6.47390248450974
75.0,-5.0,4.864173156824641
75.0,0.0,2.7959340415832497
75.0,5.0,3.7143744146285083
75.0,10.0,3.2882818023904474
75.0,15.0,2.385558756392272
75.0,20.0,1.9012982210765612
75.0,25.0,1.42247461073553
75.0,30.0,0.9185127272182133
75.0,35.0,0.861425277906755
75.0,40.0,1.0846333450533172
75.0,45.0,1.0986438199915858
75.0,50.0,1.9782071263955308
75.0,55.0,1.6778605309966814
75.0,60.0,1.5198228074112485
75.0,65.0,2.281455902675635
75.0,70.0,2.406414340689125
75.0,75.0,2.6745516307787223
75.0,80.0,2.6765350558268484
75.0,85.0,2.9206085274248625
75.0,90.0,2.767396012253789
80.0,-90.0,3.95366711916396
80.0,-85.0,6.020683713903435
80.0,-80.0,2.7415131432180835
80.0,-75.0,8.064000152722032
80.0,-70.0,10.487223627991215
80.0,-65.0,2.2772631931670206
80.0,-60.0,5.568013532429794
80.0,-55.0,7.999547813541113
80.0,-50.0,8.675018827401445
80.0,-45.0,6.870311316310208
80.0,-40.0,4.940863136850748
80.0,-35.0,2.873872295846045
80.0,-30.0,2.7294201500505504
80.0,-25.0,5.436966931856996
80.0,-20.0,7.3872447119037545
80.0,-15.0,7.998450344289697
80.0,-10.0,6.749935462562914
80.0,-5.0,5.074265961804527
80.0,0.0,3.2649425370610206
80.0,5.0,4.280741618258116
80.0,10.0,5.607731675071283
80.0,15.0,2.7535438394010683
80.0,20.0,1.3171625533951543
80.0,25.0,0.9196544135517354
80.0,30.0,0.32619356797312943
80.0,35.0,1.6914358233283309
80.0,40.0,1.3714624384765235
80.0,45.0,0.8445205923198879
80.0,50.0,1.6789750021463368
80.0,55.0,1.7949296718209649
80.0,60.0,1.4180770818035853
80.0,65.0,1.8957951488007951
80.0,70.0,2.4380604391983822
80.0,75.0,2.776053050960959
80.0,80.0,2.6223875399944636
80.0,85.0,2.8462234603235927
80.0,90.0,2.767396012253789
85.0,-90.0,3.95366711916396
85.0,-85.0,5.979065867565887
85.0,-80.0,2.8409169816108353
85.0,-75.0,7.007652165617892
85.0,-70.0,9.292942562637842
85.0,-65.0,2.5549391098570005
85.0,-60.0,5.581030376709145
85.0,-55.0,8.957710317357485
85.0,-50.0,9.169561909572444
85.0,-45.0,7.496225429166586
85.0,-40.0,5.188505207148956
85.0,-35.0,3.110979197506591
85.0,-30.0,3.1616698002524743
85.0,-25.0,5.732103216841382
85.0,-20.0,7.800088210440353
85.0,-15.0,8.13343552930278
85.0,-10.0,6.843048807424089
85.0,-5.0,4.992414871228543
85.0,0.0,3.571359356188283
85.0,5.0,5.061808304773858
85.0,10.0,5.5477771997604535
85.0,15.0,5.027869710846175
85.0,20.0,0.7639930323010208
85.0,25.0,1.2415627676360101
85.0,30.0,2.163505818498491
85.0,35.0,2.3598414551129507
85.0,40.0,1.3730508132641503
85.0,45.0,1.2183788272975542
85.0,50.0,0.8345888813349861
85.0,55.0,1.8894564996466012
85.0,60.0,1.5491401253569819
85.0,65.0,1.9404992709857927
85.0,70.0,2.3655352688814832
85.0,75.0,2.7985262441965975
85.0,80.0,2.4085312074509093
85.0,85.0,2.7412493195882086
85.0,90.0,2.767396012253789
90.0,-90.0,3.95366711916396
90.0,-85.0,5.916725361514207
90.0,-80.0,2.6184329804947466
90.0,-75.0,5.5443404064548885
90.0,-70.0,9.832126215699752
90.0,-65.0,3.2083973364367977
90.0,-60.0,5.592028356577333
90.0,-55.0,8.731292495190809
90.0,-50.0,9.339677851029185
90.0,-45.0,7.80114795078453
90.0,-40.0,5.480911538198069
90.0,-35.0,2.930206411797888
90.0,-30.0,3.467254047132043
90.0,-25.0,5.856985964367919
90.0,-20.0,7.807957328900613
90.0,-15.0,8.061207831126662
90.0,-10.0,6.6939031793985135
90.0,-5.0,5.081652483398925
90.0,0.0,3.3280292715428463
90.0,5.0,4.374179440243093
90.0,10.0,5.7100000010692264
90.0,15.0,4.930328887494288
90.0,20.0,3.678039309258724
90.0,25.0,1.3127437994414688
90.0,30.0,2.011332923258919
90.0,35.0,2.5626206376009018
90.0,40.0,2.826429893873071
90.0,45.0,1.8370223967775148
90.0,50.0,1.7059516927742973
90.0,55.0,1.2824681924886157
90.0,60.0,1.5060923206632773
90.0,65.0,1.8414913415458825
90.0,70.0,2.166206521011604
90.0,75.0,2.6426959266830363
90.0,80.0,2.3656590498666774
90.0,85.0,2.621446482853146
90.0,90.0,2.767396012253789
95.0,-90.0,3.95366711916396
95.0,-85.0,6.15554644362783
95.0,-80.0,3.738619278839561
95.0,-75.0,2.9156749725359923
95.0,-70.0,9.339950730661501
95.0,-65.0,4.187048266982518
95.0,-60.0,5.334750825909313
95.0,-55.0,8.75438213920881
95.0,-50.0,8.744138019816042
95.0,-45.0,7.872174079947686
95.0,-40.0,5.67369155664688
95.0,-35.0,2.8663829542749872
95.0,-30.0,3.874797314585353
95.0,-25.0,5.952729825928267
95.0,-20.0,7.704809427359813
95.0,-15.0,7.758247979768778
95.0,-10.0,6.246899195852347
95.0,-5.0,4.987466556622871
95.0,0.0,2.6952812458401003
95.0,5.0,1.90780158267569
95.0,10.0,5.016895446266754
95.0,15.0,4.119678431707901
95.0,20.0,1.7292027698146357
95.0,25.0,0.538433192013125
95.0,30.0,0.4230077956690333
95.0,35.0,1.3006332653213826
95.0,40.0,0.8932832027779787
95.0,45.0,1.6267736970623188
95.0,50.0,1.1962599580539155
95.0,55.0,1.636083885780172
95.0,60.0,1.6109684295693818
95.0,65.0,1.5142462109818828
95.0,70.0,1.3919794222285773
95.0,75.0,1.9692469484721826
95.0,80.0,1.6062866773316626
95.0,85.0,2.4862230540314902
95.0,90.0,2.767396012253789
100.0,-90.0,3.95366711916396
100.0,-85.0,6.339939425670735
100.0,-80.0,5.275735522143284
100.0,-75.0,3.8900593788092324
100.0,-70.0,9.268643355745152
100.0,-65.0,4.851829721050064
100.0,-60.0,5.360065997185445
100.0,-55.0,8.231908494100832
100.0,-50.0,8.464340613856328
100.0,-45.0,8.29158945095836
100.0,-40.0,5.840949967458587
100.0,-35.0,3.5989666892576366
100.0,-30.0,4.341416365204548
100.0,-25.0,6.107808339749547
100.0,-20.0,7.341827644082379
100.0,-15.0,7.244958319414625
100.0,-10.0,5.7956617543589735
100.0,-5.0,4.765204331034549
100.0,0.0,0.22296552996953856
100.0,5.0,0.9073889331634062
100.0,10.0,4.134101461415747
100.0,15.0,1.6259909151706218
100.0,20.0,0.8733011084900203
100.0,25.0,1.121451068672735
100.0,30.0,2.0937342624424855
100.0,35.0,1.281247952044592
100.0,40.0,1.3204153134970749
100.0,45.0,1.13967114918792
100.0,50.0,1.7336716324384522
100.0,55.0,1.0591553152619888
100.0,60.0,1.4585643917072286
100.0,65.0,1.4500406715101957
100.0,70.0,1.601106058715555
100.0,75.0,1.8035998498883232
100.0,80.0,1.861638871731189
100.0,85.0,2.359007423930637
100.0,90.0,2.767396012253789
105.0,-90.0,3.95366711916396
105.0,-85.0,6.702439974002143
105.0,-80.0,6.013709649472314
105.0,-75.0,5.067717649261303
105.0,-70.0,9.50547744995165
105.0,-65.0,5.352031706196066
105.0,-60.0,5.567538637932016
105.0,-55.0,8.086058360643449
105.0,-50.0,8.396983003085072
105.0,-45.0,8.104267313081463
105.0,-40.0,5.954033337236836
105.0,-35.0,4.301472395129767
105.0,-30.0,5.013490227618699
105.0,-25.0,6.387272208299689
105.0,-20.0,6.84177712679043
105.0,-15.0,6.365309532579077
105.0,-10.0,5.6346898794187785
105.0,-5.0,1.0421725655300171
105.0,0.0,3.5613842383082464
105.0,5.0,4.388808238651586
105.0,10.0,2.982761440619358
105.0,15.0,1.9161018516196344
105.0,20.0,0.564460549716395
105.0,25.0,0.834055864567035
105.0,30.0,1.1574558333964153
105.0,35.0,1.259151160524766
105.0,40.0,1.6529697980005391
105.0,45.0,1.6053076211781416
105.0,50.0,1.0076745064655241
105.0,55.0,0.916277450965843
105.0,60.0,1.6548135732126086
105.0,65.0,1.2168325458693916
105.0,70.0,1.6416139824810625
105.0,75.0,1.4115613160946319
105.0,80.0,2.22027859411623
105.0,85.0,2.2452308209972505
105.0,90.0,2.767396012253789
110.0,-90.0,3.95366711916396
110.0,-85.0,7.066500702647811
110.0,-80.0,5.741740725790244
110.0,-75.0,5.121868693774396
110.0,-70.0,8.628805622768674
110.0,-65.0,3.900433090057318
110.0,-60.0,5.467619903914322
110.0,-55.0,8.124288644481222
110.0,-50.0,8.614255427165338
110.0,-45.0,8.043527566526995
